nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
Theo Bastos Dias,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Eletrodomésticos,6677,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,unknown/no property,50,none,Cedida,1,Emprego qualificado,1,no,yes,0
Kaique Marques Paiva,Sem conta corrente,18,existing credits paid back duly till now,Eletrodomésticos,5127,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,Própria,1,Emprego qualificado,1,no,yes,1
João Lucas Henrique Kruger,Sem conta corrente,15,existing credits paid back duly till now,Carro usado,3250,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,45,bank,Cedida,1,Emprego qualificado,2,no,yes,1
André Teixeira Rabelo,Saldo < R$500,12,existing credits paid back duly till now,Outros,1852,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,22,none,Própria,1,Emprego qualificado,1,no,yes,0
Murilo Bastos Ferreira,Outros,10,existing credits paid back duly till now,Carro novo,3100,100 <= ... < 500 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,48,none,Cedida,1,Emprego não qualificado,2,no,yes,0
Rodrigo Aguiar Farias,Saldo < R$500,21,existing credits paid back duly till now,Eletrodomésticos,8392,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,29,bank,Própria,1,Emprego qualificado,1,no,yes,1
Antônio Silva Xavier,Saldo < R$500,24,all credits at this bank paid back duly,Carro usado,9080,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,22,bank,Alugada,1,Emprego qualificado,1,no,no,1
Enzo Almeida Coelho,Sem conta corrente,18,delay in paying off in the past,Eletrônicos,4520,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,Própria,1,Emprego qualificado,1,no,yes,0
Otávio Cruz Siqueira,Saldo entre R$500 e R$1000,48,no credits taken/all credits paid back duly,Outros,30510,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,car or other,48,bank,Própria,1,Outros,1,yes,yes,1
Vinícius Andrade Ribeiro,Saldo entre R$500 e R$1000,60,delay in paying off in the past,Eletrodomésticos,22892,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,27,none,Cedida,1,Outros,1,no,yes,1
Eduardo Almeida Rabelo,Saldo < R$500,6,critical account/other credits existing,Carro novo,9190,... < 100 DM,1 <= ... < 4 years,1,male : single,none,3,real estate,37,none,Alugada,3,Emprego qualificado,2,no,yes,1
Guilherme Cunha Fogaça,Saldo entre R$500 e R$1000,30,existing credits paid back duly till now,Eletrônicos,8602,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,21,none,Alugada,1,Emprego qualificado,1,no,yes,0
Roberto Fonseca Soares,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,1600,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,Própria,1,Emprego não qualificado,1,no,yes,1
Leandro Pereira Amorim,Saldo entre R$500 e R$1000,21,critical account/other credits existing,Outros,9130,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,27,none,Própria,2,Emprego qualificado,1,no,yes,1
Guilherme Bezerra Britto,Sem conta corrente,18,critical account/other credits existing,Carro novo,3825,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,32,bank,Própria,2,Emprego qualificado,1,no,yes,0
Isaac Oliveira Lacerda,Sem conta corrente,48,existing credits paid back duly till now,Outros,9785,unknown/no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,Própria,1,Emprego qualificado,1,no,yes,0
Emanuel Borges Leite,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,4645,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,22,none,Alugada,1,Emprego qualificado,1,no,yes,1
Henrique Fogaça Oliveira,Saldo < R$500,18,existing credits paid back duly till now,Eletrodomésticos,6500,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,65,none,Cedida,2,Emprego qualificado,1,no,yes,0
Fernando Bezerra Almeida,Sem conta corrente,15,existing credits paid back duly till now,Eletrodomésticos,4947,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,35,none,Própria,1,Emprego qualificado,1,no,yes,1
Vinícius Lobato Veloso,Outros,6,existing credits paid back duly till now,Eletrônicos,5290,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,41,none,Própria,1,Emprego qualificado,1,yes,yes,1
Isaac Soares Bastos,Saldo entre R$500 e R$1000,9,all credits at this bank paid back duly,Carro novo,3592,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,29,none,Própria,1,Emprego qualificado,1,no,yes,0
Luiz Peixoto Monteiro,Sem conta corrente,42,critical account/other credits existing,Eletrônicos,10105,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,Própria,2,Emprego qualificado,1,yes,yes,1
Yuri Guimarães Carneiro,Sem conta corrente,9,existing credits paid back duly till now,Educação,9580,unknown/no savings account,... >= 7 years,1,male : single,none,4,real estate,64,none,Própria,1,Emprego não qualificado,1,no,yes,1
José Cavalcante Cunha,Saldo < R$500,24,existing credits paid back duly till now,Eletrodomésticos,9150,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,Própria,1,Emprego qualificado,1,no,yes,1
Gabriel Siqueira Leal,Saldo < R$500,18,all credits at this bank paid back duly,Eletrônicos,3882,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,44,bank,Própria,1,Emprego qualificado,1,no,yes,0
João Lucas Cunha Rocha,Saldo entre R$500 e R$1000,15,existing credits paid back duly till now,Eletrodomésticos,3610,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,23,none,Própria,1,Emprego qualificado,1,no,yes,1
Eduardo Lobato Siqueira,Sem conta corrente,9,existing credits paid back duly till now,Eletrônicos,4950,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,19,none,Alugada,2,Emprego qualificado,1,no,yes,0
Pedro Henrique Macedo Peixoto,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Carro novo,3387,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,25,none,Própria,1,Emprego não qualificado,1,yes,yes,0
Samuel Costa Campos,Sem conta corrente,12,existing credits paid back duly till now,Educação,3482,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,Própria,3,Emprego qualificado,2,yes,yes,1
Marcos Neves Ramos,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,3440,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,car or other,28,none,Própria,1,Emprego qualificado,1,no,yes,1
Marcos Costa Carneiro,Sem conta corrente,60,delay in paying off in the past,Eletrodomésticos,39132,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,21,none,Própria,2,Emprego qualificado,1,yes,yes,1
Cláudio Cavalcante Ramos,Sem conta corrente,12,existing credits paid back duly till now,Eletrodomésticos,3732,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,34,none,Própria,1,Emprego qualificado,2,no,yes,1
Daniel Amaral Bezerra,Saldo < R$500,42,delay in paying off in the past,Eletrodomésticos,10925,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,26,bank,Própria,2,Emprego qualificado,2,yes,yes,0
Samuel Amorim Rabelo,Saldo < R$500,18,existing credits paid back duly till now,Educação,1875,... < 100 DM,unemployed,4,female : divorced/separated/married,none,1,real estate,27,none,Própria,1,Outros,1,no,yes,0
Adriano Carneiro Kruger,Saldo entre R$500 e R$1000,15,existing credits paid back duly till now,Outros,3270,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,38,none,Própria,2,Emprego não qualificado,1,no,yes,1
Fernando Neves Queiroz,Sem conta corrente,15,existing credits paid back duly till now,Educação,11557,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,40,none,Própria,1,Outros,1,yes,yes,0
Benjamin Pinto Morais,Sem conta corrente,24,critical account/other credits existing,Eletrodomésticos,4627,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,car or other,33,none,Própria,2,Emprego qualificado,1,yes,yes,1
José Morais Neves,Saldo < R$500,18,critical account/other credits existing,Eletrodomésticos,4700,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/life insurance,32,none,Própria,2,Outros,1,yes,yes,1
Tomás Freitas Neves,Sem conta corrente,36,delay in paying off in the past,Outros,19950,unknown/no savings account,... < 1 year,4,male : single,none,4,car or other,27,none,Alugada,2,Emprego qualificado,1,yes,yes,0
Tomás Nunes Dias,Saldo < R$500,30,no credits taken/all credits paid back duly,Eletrônicos,11457,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,2,real estate,32,none,Própria,2,Emprego qualificado,1,no,yes,1
Ícaro Peixoto Goulart,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,3465,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,26,none,Própria,1,Emprego qualificado,1,no,yes,0
Roberto Almeida Moura,Outros,24,existing credits paid back duly till now,Carro novo,2367,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,38,bank,Cedida,1,Emprego qualificado,2,no,yes,0
Sérgio Correa Sampaio,Saldo < R$500,12,existing credits paid back duly till now,Educação,1710,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,40,none,Alugada,1,Emprego não qualificado,2,no,yes,0
Otávio Paiva Ferreira,Saldo < R$500,48,existing credits paid back duly till now,Educação,18690,... < 100 DM,4 <= ... < 7 years,4,male : single,none,1,unknown/no property,50,none,Cedida,1,Outros,1,yes,yes,1
Luiz Ferreira Pacheco,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrônicos,4805,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,none,Própria,1,Emprego não qualificado,1,no,yes,0
Samuel Ramos Amaral,Saldo < R$500,24,existing credits paid back duly till now,Carro novo,5757,... < 100 DM,... >= 7 years,4,male : single,co-applicant,1,real estate,45,none,Própria,1,Emprego qualificado,1,no,yes,0
Marcos Cunha Britto,Saldo entre R$500 e R$1000,36,delay in paying off in the past,Carro novo,20215,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,42,none,Própria,4,Outros,1,yes,yes,0
Augusto Bastos Mello,Sem conta corrente,24,critical account/other credits existing,Carro usado,5865,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,car or other,35,none,Própria,2,Emprego qualificado,1,yes,yes,1
Lucas Sampaio Bastos,Saldo < R$500,14,existing credits paid back duly till now,Carro novo,9932,... < 100 DM,unemployed,1,male : single,none,4,unknown/no property,22,none,Cedida,1,Emprego qualificado,1,no,yes,1
Enzo Gabriel Souza Ferreira,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Carro novo,2220,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,41,bank,Própria,1,Emprego não qualificado,2,no,yes,0
Caio Dias Nunes,Sem conta corrente,48,existing credits paid back duly till now,Eletrodomésticos,25555,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,car or other,37,stores,Própria,1,Emprego qualificado,1,yes,yes,1
Antônio Ramos Fogaça,Saldo entre R$500 e R$1000,30,no credits taken/all credits paid back duly,Outros,10552,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,28,none,Própria,2,Emprego qualificado,1,no,yes,1
Gustavo Sampaio Matos,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Eletrônicos,15902,... < 100 DM,... >= 7 years,2,male : single,none,1,unknown/no property,41,none,Própria,1,Emprego qualificado,1,yes,yes,1
Rafael Castro Ribeiro,Outros,12,existing credits paid back duly till now,Eletrodomésticos,3242,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,4,real estate,23,none,Alugada,1,Emprego qualificado,1,no,yes,1
Felipe Moreira Campos,Saldo < R$500,12,existing credits paid back duly till now,Carro novo,2250,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,23,none,Própria,1,Emprego qualificado,1,no,yes,0
Rodrigo Franco Novaes,Sem conta corrente,21,existing credits paid back duly till now,Eletrônicos,5602,... < 100 DM,... >= 7 years,4,male : single,none,2,real estate,50,none,Própria,2,Emprego qualificado,1,no,yes,1
Mário Pereira Lacerda,Saldo entre R$500 e R$1000,6,delay in paying off in the past,Eletrônicos,2625,... < 100 DM,unemployed,4,male : single,none,1,building society savings agreement/life insurance,35,stores,Própria,2,Outros,1,yes,yes,1
Leandro Franco Pinto,Outros,6,critical account/other credits existing,Educação,2617,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,50,none,Própria,1,Emprego não qualificado,1,no,yes,1
Cláudio Borges Matos,Sem conta corrente,24,critical account/other credits existing,Outros,15785,... < 100 DM,unemployed,4,male : single,co-applicant,2,unknown/no property,27,bank,Própria,2,Outros,1,yes,yes,1
Dylan Fernandes Abreu,Saldo entre R$500 e R$1000,30,all credits at this bank paid back duly,Eletrônicos,8740,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,34,stores,Própria,1,Emprego qualificado,2,yes,yes,1
Thiago Sales Magalhães,Sem conta corrente,48,all credits at this bank paid back duly,Outros,9022,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,27,stores,Própria,1,Emprego qualificado,1,no,yes,1
Tiago Estrada Oliveira,Saldo < R$500,12,critical account/other credits existing,Carro novo,12107,... < 100 DM,... >= 7 years,3,male : single,co-applicant,4,building society savings agreement/life insurance,43,none,Alugada,2,Emprego qualificado,1,yes,yes,0
Ricardo Queiroz Cruz,Outros,30,critical account/other credits existing,Eletrodomésticos,7542,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,none,Própria,1,Emprego qualificado,1,no,yes,1
Otávio Lacerda Assis,Sem conta corrente,24,critical account/other credits existing,Outros,10347,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,3,building society savings agreement/life insurance,27,none,Própria,2,Emprego não qualificado,1,yes,yes,1
Breno Amorim Morais,Sem conta corrente,36,existing credits paid back duly till now,Outros,14355,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,31,none,Própria,2,Emprego qualificado,1,yes,yes,1
Lucas Amaral Correa,Sem conta corrente,60,existing credits paid back duly till now,Carro novo,25915,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,none,Própria,1,Outros,1,yes,yes,1
Antônio Cardoso Xavier,Sem conta corrente,6,critical account/other credits existing,Carro novo,5200,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,car or other,24,none,Própria,1,Emprego qualificado,1,no,yes,1
Otávio Andrade Barbosa,Sem conta corrente,21,delay in paying off in the past,Outros,6450,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,2,real estate,41,bank,Própria,1,Emprego não qualificado,2,no,yes,0
Miguel Souza Kruger,Sem conta corrente,30,critical account/other credits existing,Eletrodomésticos,11325,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,26,none,Alugada,1,Outros,1,yes,yes,1
